Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB,Year,Conf Record,Away,Home,SOS
183,East Tennessee St.,SC,33,17–16,101.9,104.2,0.4349,46.9,50.9,18.1,18.8,35.1,29.4,33.9,36.7,47.1,51.2,31.2,33.7,40.9,38.5,67.9,-9.8,2024,8–10,,East Tennessee St.,0.4444214286092771
184,Penn,Ivy,27,9–18,108.4,110.9,0.4332,51.9,54.0,16.7,14.0,29.1,26.6,27.0,26.7,51.2,53.9,35.3,36.1,43.1,43.7,66.5,-11.4,2024,3–11,,Penn,0.483622997495315
185,Fairfield,MAAC,30,19–11,106.8,109.4,0.4326,52.8,52.2,16.0,20.5,28.3,31.4,28.5,25.8,49.7,53.3,38.0,33.5,41.7,37.0,69.7,-7.4,2024,14–6,,Fairfield,0.3483214221163385
186,Tulsa,Amer,29,15–14,101.0,103.4,0.4318,50.2,49.5,18.4,18.3,24.6,30.1,40.0,34.2,51.8,49.9,31.9,32.6,40.8,39.1,71.4,-8.5,2024,7–11,,Tulsa,0.4762283889022194
187,Monmouth,CAA,33,18–15,104.7,107.3,0.4316,49.4,50.0,15.3,17.8,30.5,32.2,29.2,33.3,47.8,49.3,34.8,34.0,36.3,43.2,68.7,-8.6,2024,10–8,,Monmouth,0.4666454301224906
188,Little Rock,OVC,33,21–12,105.8,108.5,0.4305,52.5,48.0,17.3,17.9,32.1,30.3,33.5,35.2,53.1,48.0,34.1,32.0,30.9,37.8,69.8,-9.6,2024,14–4,,Little Rock,0.2876328023719527
189,Fordham,A10,31,12–19,100.1,102.6,0.4294,46.9,50.5,18.1,19.4,32.1,27.4,35.1,44.1,46.5,48.9,31.6,36.0,42.2,30.4,70.0,-12.1,2024,6–12,,Fordham,0.5433785350848928
190,Louisville,ACC,31,8–23,103.9,106.5,0.4293,47.9,54.4,18.0,16.3,28.2,27.5,39.5,32.5,49.3,53.5,29.8,37.2,31.2,39.2,70.5,-11.8,2024,3–17,,Louisville,0.6783871354115086
191,Pepperdine,WCC,31,11–20,105.5,108.2,0.4284,50.8,54.7,16.4,16.9,28.5,25.9,32.6,33.9,49.5,53.4,35.6,38.4,32.4,31.6,68.4,-12.2,2024,5–11,,Pepperdine,0.4806219931900523
192,Rice,Amer,30,10–20,105.2,107.9,0.4281,50.2,52.4,17.4,15.0,28.3,28.9,29.8,27.9,50.8,50.0,32.8,37.4,39.6,38.6,66.9,-12.3,2024,5–13,,Rice,0.5358604665650885
193,George Washington,A10,30,14–16,106.4,109.1,0.4274,51.7,50.0,17.1,14.1,26.0,29.4,33.8,23.2,50.5,48.8,35.6,34.7,41.5,38.6,71.2,-9.3,2024,4–14,,George Washington,0.499030015271149
194,Vanderbilt,SEC,31,9–22,103.2,106.0,0.4255,45.0,53.1,15.2,16.0,28.3,29.4,35.2,29.1,47.0,51.0,28.1,37.4,39.9,39.6,66.6,-9.9,2024,4–14,,Vanderbilt,0.6907653185176234
195,Jacksonville St.,CUSA,28,11–17,100.9,103.6,0.4233,48.1,50.0,20.2,18.2,33.6,25.5,37.3,35.7,48.0,49.2,32.1,34.3,28.5,36.0,65.6,-12.1,2024,6–10,,Jacksonville St.,0.4065168540992941
196,Gardner Webb,BSth,30,14–16,101.9,104.7,0.4228,49.1,50.3,16.1,16.0,27.9,26.7,35.9,39.4,47.4,50.0,34.8,34.0,35.3,33.9,70.4,-10.3,2024,11–5,,Gardner Webb,0.4405577008454732
197,Cleveland St.,Horz,33,19–14,106.7,109.7,0.4221,49.9,51.5,15.0,19.5,34.2,35.2,31.4,38.4,49.7,55.1,33.5,30.5,31.3,37.9,68.3,-8.7,2024,11–9,,Cleveland St.,0.4007799007225658
198,Northern Kentucky,Horz,31,16–15,102.2,105.1,0.422,50.6,51.3,17.3,20.1,29.4,32.6,35.1,28.8,52.2,54.5,31.6,31.2,33.5,41.6,68.9,-9.6,2024,12–8,,Northern Kentucky,0.4027857547864252
199,Radford,BSth,31,14–17,107.3,110.6,0.4154,50.8,50.9,16.2,15.8,30.7,34.0,28.0,31.7,49.4,52.4,35.7,32.4,34.2,39.7,64.5,-11.2,2024,5–11,,Radford,0.4082540573288538
200,Abilene Christian,WAC,30,14–16,101.7,104.8,0.4145,46.9,52.2,17.0,20.8,26.1,30.6,38.3,40.1,45.3,53.4,34.2,33.0,25.6,31.1,69.5,-10.2,2024,10–10,,Abilene Christian,0.4730450364812001
201,Eastern Kentucky,ASun,28,14–14,106.2,109.5,0.4126,50.6,49.8,16.1,13.9,33.1,31.0,32.0,29.5,48.8,45.6,36.1,38.7,33.6,33.4,69.5,-9.5,2024,12–4,,Eastern Kentucky,0.3469949075341229
202,Illinois St.,MVC,31,14–17,101.2,104.5,0.4103,47.7,50.9,17.1,16.4,28.9,26.0,36.1,27.2,50.4,52.3,28.8,32.5,37.5,39.6,64.7,-10.1,2024,9–11,,Illinois St.,0.5092004876116262
203,Harvard,Ivy,26,13–13,101.8,105.2,0.4076,50.2,50.1,17.8,16.0,26.5,31.3,35.7,25.8,49.9,49.5,33.8,33.9,39.4,40.8,68.5,-7.7,2024,5–9,,Harvard,0.4635732243035712
204,Merrimack,NEC,30,19–11,96.6,99.8,0.4075,50.2,46.2,19.1,23.3,22.4,34.6,35.3,32.6,52.5,45.7,31.3,31.4,42.3,31.3,68.3,-6.8,2024,13–3,,Merrimack,0.2934365272969018
205,Cal Baptist,WAC,29,13–16,101.5,104.8,0.4069,46.9,48.9,17.7,15.4,33.1,24.6,37.4,30.6,45.6,48.3,32.8,33.8,36.3,26.5,64.7,-11.2,2024,8–12,,Cal Baptist,0.4245833905933769
206,Columbia,Ivy,24,10–14,106.4,110.1,0.4044,52.5,52.8,17.8,17.0,27.9,28.6,29.3,28.5,50.2,54.1,37.4,33.9,38.5,42.2,69.5,-10.0,2024,4–10,,Columbia,0.3798875733589411
207,Texas St.,SB,33,15–18,98.8,102.2,0.404,47.1,49.7,19.9,18.6,31.2,29.4,37.8,38.3,47.1,50.6,31.4,32.1,24.3,35.4,67.3,-10.6,2024,7–11,,Texas St.,0.4762206351006962
208,Temple,Amer,30,11–19,102.4,106.0,0.4016,45.7,51.1,14.2,17.1,28.9,30.2,32.0,36.1,45.0,51.2,31.1,33.9,43.2,38.4,67.7,-12.2,2024,5–13,,Temple,0.5400938529258874
209,Northeastern,CAA,32,12–20,105.9,109.7,0.3994,51.2,53.8,18.9,17.0,31.8,27.7,29.8,28.3,53.3,52.3,31.8,37.5,36.1,38.8,66.6,-14.2,2024,7–11,,Northeastern,0.4624450963109912
210,Lipscomb,ASun,30,18–12,109.0,112.9,0.3992,56.2,53.5,14.2,16.1,23.2,29.3,27.5,22.8,55.7,52.8,38.1,36.5,39.8,36.6,70.1,-7.4,2024,11–5,,Lipscomb,0.363928442803137
211,Northern Colorado,BSky,30,17–13,107.8,111.8,0.3961,55.7,53.1,15.7,15.5,24.0,25.4,28.1,29.4,56.7,52.7,36.0,35.8,35.8,40.0,70.9,-9.1,2024,12–6,,Northern Colorado,0.3537119294108902
212,UMKC,Sum,29,13–16,100.8,104.7,0.3926,49.4,51.1,17.9,17.3,31.3,25.3,29.3,45.1,48.9,52.7,33.4,32.4,43.4,37.5,67.4,-11.2,2024,10–6,,UMKC,0.3634932091393384
213,Evansville,MVC,32,15–17,101.4,105.3,0.3924,50.0,52.8,16.4,16.9,21.6,25.5,29.0,27.9,49.8,52.0,33.7,35.9,34.8,43.5,69.5,-9.1,2024,6–14,,Evansville,0.520379106322279
214,Marist,MAAC,29,17–12,96.7,100.6,0.3898,50.6,47.1,18.2,20.7,23.4,27.1,29.7,35.2,49.4,46.4,35.2,32.3,36.7,38.4,65.6,-9.3,2024,12–8,,Marist,0.3121791920024858
215,Long Beach St.,BW,30,16–14,103.9,108.0,0.3898,48.7,51.8,17.6,19.3,33.5,29.8,38.2,33.1,49.8,50.2,30.6,35.8,28.1,44.3,72.7,-8.8,2024,10–10,Long Beach St.,R,0.4420967483925183
216,Montana St.,BSky,29,13–16,102.2,106.4,0.3877,53.7,52.4,17.1,18.8,20.5,28.7,31.1,37.6,52.8,54.7,36.6,32.2,41.4,35.2,69.4,-12.0,2024,9–9,Montana St.,R,0.357763178105776
217,Mercer,SC,30,14–16,103.1,107.3,0.3873,50.1,51.2,16.6,17.9,30.6,31.1,27.6,38.9,48.8,51.2,35.4,34.2,30.1,36.9,66.9,-10.6,2024,8–10,,Mercer,0.4141369090769414
218,Mount St. Mary's,MAAC,31,13–18,102.3,106.5,0.3866,53.2,49.0,20.7,18.0,30.4,27.8,26.9,30.9,53.6,47.4,35.0,34.7,33.2,35.0,69.9,-14.1,2024,9–11,,Mount St. Mary's,0.3406916164836191
219,San Jose St.,MWC,30,8–22,105.0,109.3,0.3866,51.5,54.3,15.7,16.0,22.4,30.4,22.7,36.2,51.4,51.9,34.5,39.1,42.2,35.1,66.8,-13.6,2024,2–16,,San Jose St.,0.568694631944391
220,Brown,Ivy,28,11–17,102.8,107.2,0.382,49.3,51.7,18.3,17.1,32.2,26.9,33.0,33.1,48.4,52.5,33.8,33.6,40.6,38.0,67.7,-11.6,2024,8–6,,Brown,0.4845631663111434
221,Saint Peter's,MAAC,28,15–13,97.2,101.4,0.3808,45.1,47.8,19.5,21.2,35.0,28.8,37.2,43.3,42.6,47.3,33.6,32.6,31.3,35.3,65.5,-9.3,2024,12–8,Saint Peter's,R,0.3774914210709196
222,Wofford,SC,29,14–15,106.1,110.7,0.3803,53.3,51.5,16.9,14.1,29.4,26.2,27.7,34.6,53.4,50.0,35.5,35.7,45.3,42.8,66.5,-9.1,2024,10–8,,Wofford,0.4481624779240136
223,Iona,MAAC,31,15–16,103.2,107.7,0.379,50.1,53.2,14.9,22.5,28.5,31.2,29.1,38.0,48.3,54.2,35.3,34.4,38.2,40.4,68.3,-11.8,2024,10–10,,Iona,0.3731823554541064
224,Bowling Green,MAC,29,17–12,101.9,106.6,0.3751,48.4,51.0,16.3,16.1,30.3,25.8,35.4,27.9,50.5,49.4,29.6,36.1,34.8,34.3,68.9,-8.7,2024,10–8,,Bowling Green,0.3417752351289665
225,Southern,SWAC,28,15–13,97.9,102.3,0.3747,49.8,50.2,20.1,22.3,26.4,30.9,34.7,45.9,49.9,51.4,33.1,32.1,38.0,36.0,68.8,-7.3,2024,12–6,,Southern,0.3327942083057291
226,Air Force,MWC,30,9–21,106.0,110.9,0.3724,54.1,54.3,18.7,17.7,24.3,31.0,29.7,39.9,53.5,53.7,36.5,36.9,46.9,36.9,62.9,-13.4,2024,2–16,,Air Force,0.544647610640618
227,South Alabama,SB,29,14–15,103.1,108.0,0.3705,50.9,50.7,16.3,16.7,22.8,31.8,31.6,33.9,50.0,52.3,35.1,31.9,36.1,36.1,69.0,-10.2,2024,8–10,,South Alabama,0.3829860908408362
228,UC Riverside,BW,30,13–17,102.3,107.3,0.3662,46.2,51.8,14.5,15.7,30.1,24.9,27.4,34.9,44.7,51.4,32.2,34.9,41.8,33.7,67.8,-11.1,2024,10–10,,UC Riverside,0.4284422072524274
229,Georgia St.,SB,29,12–17,104.3,109.5,0.3658,48.5,49.3,13.8,14.2,27.2,30.5,28.6,35.9,48.6,51.2,32.2,30.8,35.3,38.5,68.9,-11.8,2024,8–10,,Georgia St.,0.4224789183960176
230,UC Santa Barbara,BW,28,14–14,104.5,109.7,0.3629,53.6,50.5,19.3,14.3,25.2,26.6,38.9,30.1,53.7,51.9,35.7,31.8,30.0,33.8,68.3,-9.8,2024,9–11,,UC Santa Barbara,0.3870317143090562
231,Cal St. Fullerton,BW,30,12–18,99.0,104.0,0.3605,48.0,49.9,18.1,17.9,24.3,29.6,38.6,35.6,47.7,51.3,32.2,31.8,36.2,38.6,67.3,-11.9,2024,7–13,,Cal St. Fullerton,0.4400456622768584
232,Stetson,ASun,31,19–12,108.4,114.1,0.3568,53.4,52.0,15.8,13.5,27.5,31.2,31.7,25.9,52.5,52.2,36.5,34.5,41.8,37.4,66.9,-7.0,2024,11–5,Stetson,R,0.3716672178791344
233,Rider,MAAC,30,14–16,102.6,108.1,0.3532,48.3,49.7,18.0,15.8,31.7,28.7,32.0,36.0,47.0,48.3,34.3,34.7,28.2,38.6,68.9,-10.3,2024,12–8,,Rider,0.4109521252946014
234,Marshall,SB,32,12–20,100.1,105.6,0.3512,46.8,51.4,16.5,16.2,29.8,27.9,28.8,29.9,47.1,49.8,31.0,36.2,41.3,35.3,71.5,-14.1,2024,7–11,,Marshall,0.4612283149465941
235,Tennessee Martin,OVC,28,17–11,104.9,110.7,0.3507,50.5,49.3,15.0,13.2,27.0,26.3,32.8,24.6,48.2,49.4,36.2,32.8,38.1,41.0,73.8,-6.9,2024,14–4,,Tennessee Martin,0.3081699819965161
236,North Dakota,Sum,29,15–14,104.2,110.1,0.3462,50.2,52.4,15.0,15.3,30.7,26.1,32.2,29.6,51.5,52.2,32.3,35.2,41.8,33.9,67.6,-10.1,2024,10–6,,North Dakota,0.3263294432326553
237,Norfolk St.,MEAC,27,17–10,101.6,107.5,0.3439,48.8,49.5,18.7,22.0,30.9,31.6,42.3,44.0,48.6,48.5,32.8,33.8,32.4,45.9,67.6,-6.0,2024,11–3,,Norfolk St.,0.2964125632887012
238,Cal St. Northridge,BW,30,16–14,98.8,104.5,0.3437,48.8,48.3,19.3,18.1,31.3,27.0,37.6,38.7,50.2,47.4,30.0,33.0,26.2,44.6,73.8,-9.8,2024,9–11,,Cal St. Northridge,0.3731905409429233
239,North Florida,ASun,29,13–16,105.6,111.9,0.3403,53.6,52.6,16.3,14.4,23.5,29.9,28.3,33.7,53.3,52.3,35.9,35.5,54.7,29.9,68.0,-11.6,2024,9–7,,North Florida,0.3488980861110206
240,UTSA,Amer,30,10–20,106.9,113.4,0.3375,48.7,52.3,15.6,13.1,32.1,29.1,34.9,34.8,47.2,50.2,33.6,37.1,44.6,37.7,71.6,-13.9,2024,5–13,,UTSA,0.4771615317035254
241,Lamar,Slnd,30,17–13,102.7,109.0,0.337,51.0,49.1,17.8,19.6,33.1,32.0,32.8,39.1,50.3,48.3,35.0,33.5,34.6,40.2,69.4,-9.5,2024,12–6,,Lamar,0.3086026048943117
242,Fresno St.,MWC,30,10–20,102.0,108.2,0.336,51.4,53.3,18.6,15.5,24.4,30.4,30.2,26.3,52.3,52.1,33.2,36.9,38.4,36.9,66.4,-11.2,2024,4–14,,Fresno St.,0.5703047670962984
243,San Diego,WCC,31,16–15,100.1,106.2,0.3351,49.0,52.5,18.3,18.1,27.1,31.8,32.0,38.6,47.4,53.7,34.8,33.9,34.1,39.8,72.1,-7.9,2024,7–9,,San Diego,0.4689861463970206
244,Maine,AE,31,14–17,96.2,102.1,0.333,47.8,49.9,16.7,19.2,23.0,27.8,30.0,32.1,49.3,50.6,29.7,32.3,32.2,33.2,66.5,-12.2,2024,7–9,,Maine,0.395926910792384
245,Southern Utah,WAC,29,8–21,104.7,111.4,0.3308,48.4,52.6,16.9,17.0,27.9,33.0,36.2,32.2,50.8,53.0,29.4,34.3,35.0,27.2,70.5,-15.1,2024,5–15,,Southern Utah,0.4569155998281068
246,Miami OH,MAC,29,13–16,100.2,106.6,0.3296,51.1,49.3,17.3,17.9,22.8,30.9,30.9,32.4,48.5,50.0,36.6,32.2,40.3,36.9,68.0,-11.7,2024,9–9,,Miami OH,0.3815857558630096
247,Austin Peay,ASun,31,16–15,106.2,113.0,0.3293,50.7,53.1,13.3,16.3,30.2,31.4,31.8,37.8,48.9,54.1,36.2,34.3,34.8,36.4,65.2,-10.5,2024,10–6,,Austin Peay,0.3609197138297279
248,Green Bay,Horz,30,16–14,102.1,108.6,0.3286,52.4,49.4,18.6,14.0,27.3,28.4,29.4,34.2,53.7,51.6,34.0,30.2,48.2,35.3,64.5,-9.2,2024,13–7,,Green Bay,0.3873590410201837
249,Canisius,MAAC,29,12–17,100.7,107.2,0.3282,49.6,51.1,19.1,16.2,32.7,27.9,28.7,28.8,49.2,51.2,33.5,33.9,36.1,32.0,68.3,-12.5,2024,8–12,,Canisius,0.3905272815075174
250,Albany,AE,31,12–19,103.6,110.2,0.3277,50.4,51.4,17.7,17.0,30.6,29.4,29.2,38.9,51.0,54.6,32.9,29.3,36.9,29.6,74.0,-13.9,2024,5–11,,Albany,0.3942084215486127
251,Nicholls St.,Slnd,29,16–13,102.1,108.8,0.3266,51.2,49.2,18.7,16.4,27.2,32.7,36.9,38.5,48.3,50.4,37.0,31.4,40.1,35.9,67.3,-7.7,2024,13–5,,Nicholls St.,0.3659701872387181
252,Milwaukee,Horz,32,18–14,106.1,113.1,0.3249,51.2,50.6,18.2,15.6,36.2,32.5,34.2,32.5,52.7,50.2,32.5,34.1,39.1,38.4,70.8,-9.1,2024,12–8,,Milwaukee,0.3850157443750115
253,Portland St.,BSky,29,14–15,98.7,105.2,0.3243,46.8,52.0,16.4,18.6,29.8,28.3,34.3,34.7,45.6,51.1,32.4,35.6,37.6,38.2,70.2,-11.1,2024,8–10,,Portland St.,0.353664303856162
254,Florida Gulf Coast,ASun,29,11–18,102.1,108.9,0.3212,52.1,52.8,17.6,15.8,29.6,28.3,27.2,29.3,50.8,52.0,36.2,35.9,37.3,42.8,64.8,-13.3,2024,8–8,,Florida Gulf Coast,0.3693523524449625
255,Idaho St.,BSky,31,12–19,102.8,109.8,0.3184,51.3,54.2,16.7,18.2,30.3,27.1,33.9,32.7,53.0,54.4,32.1,35.8,35.3,29.7,64.9,-14.7,2024,7–11,,Idaho St.,0.3602016426914848
256,Southern Miss,SB,30,14–16,100.1,107.0,0.3166,48.4,50.5,18.5,17.2,28.9,30.5,37.9,33.0,47.2,48.9,33.8,35.7,33.6,34.5,68.8,-11.1,2024,9–9,,Southern Miss,0.4248208905590644
257,North Carolina Central,MEAC,25,13–12,103.1,110.3,0.3137,50.2,48.7,17.4,18.0,30.4,33.1,40.4,36.4,50.6,51.2,33.0,29.8,38.2,37.3,67.3,-8.7,2024,9–5,,North Carolina Central,0.2646298704767585
258,Middle Tennessee,CUSA,29,11–18,98.0,105.1,0.3089,46.3,49.5,20.6,15.7,29.0,30.7,34.8,30.0,46.2,49.4,30.9,33.1,42.0,29.8,66.0,-12.8,2024,7–9,,Middle Tennessee,0.4803704412202267
259,Cal St. Bakersfield,BW,29,11–18,99.1,106.3,0.3083,46.6,49.7,18.2,18.7,32.9,31.3,32.4,46.0,46.2,49.2,31.8,33.7,25.9,36.3,65.6,-12.9,2024,8–12,,Cal St. Bakersfield,0.4127882561513393
260,Ball St.,MAC,29,13–16,102.7,110.2,0.308,50.8,51.3,18.2,16.2,27.3,27.9,38.2,27.6,48.7,50.6,36.1,35.1,37.9,35.2,67.6,-12.5,2024,7–11,,Ball St.,0.3257039968157039
261,North Dakota St.,Sum,29,12–17,103.8,111.5,0.3066,53.3,53.7,16.8,13.2,24.3,24.7,30.3,28.5,51.4,52.8,37.7,36.8,35.9,34.7,66.6,-12.0,2024,8–8,,North Dakota St.,0.3986759475827709
262,Lehigh,Pat,29,12–17,99.1,106.4,0.3059,49.8,51.5,17.1,17.9,22.1,23.2,33.7,29.6,50.1,50.0,32.9,36.1,37.4,37.2,71.2,-12.7,2024,9–9,,Lehigh,0.3238403647433603
263,Western Illinois,OVC,29,17–12,97.4,104.7,0.303,46.5,46.5,20.1,14.2,37.2,28.9,35.6,25.1,46.0,46.8,31.7,30.4,31.0,30.7,65.6,-8.0,2024,13–5,,Western Illinois,0.2897848001841038
264,New Hampshire,AE,29,15–14,98.9,106.5,0.2987,48.2,50.6,16.4,16.5,23.4,25.6,30.0,27.4,47.9,53.5,32.4,30.7,43.6,38.2,72.3,-8.8,2024,7–9,,New Hampshire,0.4143796753322339
265,Queens,ASun,31,12–19,103.1,111.2,0.2957,49.9,54.1,15.7,15.4,27.6,29.5,33.7,29.4,50.1,55.8,33.0,34.2,40.8,36.7,73.7,-13.5,2024,7–9,,Queens,0.401602278447308
266,Denver,Sum,29,13–16,107.6,116.1,0.2952,52.0,54.7,14.2,14.3,27.6,28.0,35.7,31.8,51.4,54.5,35.3,36.8,40.6,35.3,71.5,-11.6,2024,6–10,,Denver,0.3526121410807898
267,North Alabama,ASun,30,13–17,103.9,112.2,0.2924,49.8,51.5,14.6,14.2,27.0,27.8,32.9,40.9,47.9,50.6,35.6,35.4,34.6,34.8,68.7,-12.2,2024,8–8,,North Alabama,0.3627343533482684
268,New Mexico St.,CUSA,27,9–18,99.1,107.1,0.2923,46.8,50.7,17.8,16.1,25.4,29.7,33.0,44.6,46.9,49.8,31.1,34.6,34.8,42.7,67.3,-11.8,2024,7–9,,New Mexico St.,0.470528255358442
269,Kennesaw St.,ASun,28,12–16,104.0,112.4,0.2914,51.5,53.1,16.0,17.6,30.0,30.5,35.4,43.2,53.0,51.3,32.9,37.2,42.5,39.5,75.0,-12.6,2024,6–10,,Kennesaw St.,0.3272837947369169
270,Nebraska Omaha,Sum,29,11–18,102.6,110.8,0.2913,49.5,53.4,14.5,15.9,24.7,26.4,39.7,32.2,50.5,53.3,31.6,35.7,33.0,42.5,68.3,-13.5,2024,7–9,,Nebraska Omaha,0.3449552648348655
271,Central Michigan,MAC,30,17–13,96.1,103.9,0.2905,46.9,47.5,17.7,16.3,29.1,30.2,27.9,30.6,48.0,48.1,30.0,31.1,35.0,41.0,66.4,-7.4,2024,12–6,,Central Michigan,0.3944272515224473
272,The Citadel,SC,29,8–21,101.2,109.5,0.2878,50.6,53.5,18.0,16.1,27.3,26.8,33.7,22.5,51.3,54.1,32.8,35.2,33.3,39.9,66.3,-15.7,2024,3–15,,The Citadel,0.4235228857849528
